Review,True,Predicted,Predicted_Label
great tasting coffee im quite big fan dark roast bean organic dark roast coffee bomb flavor aroma simply astounding make want definitely musttry coffeedrinkers,2,2,Positive
genova tonne tuna remember canned tuna s wont accept tuna good passable looking find,0,0,Negative
give chickie bite say japanese chin would never guessed livalittles chicken treat would make hit yr old japanese chinall say chickie bite come running give every evenig treat glad found product ordered first time trial wouldnt dare without feel much better dog store bought biscuit wasnt crazy,0,1,Neutral
good coffee dont expect chocolatey flavor coffee pretty decent go smoothly biggest problem product described chocolate truffle chocolatey want combo coffee chocolate make genuine mocha instead youll disappointed get coffee want decent brew dont get expect yummy chocolate flavor labeling chocolate truffle grossly misleading one expects amazing fullbodied chocolate flavor cant get creamy sugary dimension chocolate ground coffee alone product renamed,2,2,Positive
retriever roll great product like buying product larger quantity save money,1,1,Neutral
puppy love puppy cant help everlasting ball chew lick thing hour relish kidding wagging tail continually one note dont notice finished treat keep chewing ball decrease ability hold next treat well edge get split,1,0,Negative
love mint love mint find local store good way get agree review though sometimes melted sure done hope fix problem,0,0,Negative
price gouging frito lay sell say picture confirmed local storeamazon need protect customer robbed criminal,1,1,Neutral
disappointed amount sugar tried first time weekend artist festival supplied musician liked taste ok little sweet read contains gram sugar think know everyone getting energy there need much sugar mate great drink plain view great plan subvert health benefit equivalent almost krispy kreme donut realize lot people might like without sugar lot u would like fine unsweetened insulin level size posterior would thank guayaki would give unsweetened version star,2,2,Positive
keeping dog table use product train dog take food table leave room need repeat every six month work really great yearsa hrefhttpwwwamazoncomgpproductbhhoeefishock sscs ac powered lightduty electric fence energizer acre rangea misplaced old unit ordered another,1,1,Neutral
dont fooled name sure view larger image thought another david bowie cd,0,1,Neutral
couldnt even finish box love cereal eat breakfast almost every day ive tried everything breakfast aisle ive never found anything rival two standby favorite plain yellowbox cheerio honey bunch oat figured kellogg crunchy nut o worth shot however honey peanut going thembr br boy disappointed thought cereal much much sweet felt left bad corn aftertaste mouth husband huge fan honey nut cheerio didnt like either bowl box sat untouched cupboard month finally threw definitely u,0,0,Negative
smell better taste smell great first impression taste plastic youre desperate snack keep chewing kind get better time dont think ill going way purchase,1,0,Negative
felix lingonberry jam product packed properly one jar broken dissappointed paid jar recieved dont think order product,0,0,Negative
much better brand bought getting roland quartered h decided switch really much better havent found brown piece tough leavessomething every brand ive tried taste better great salad pizza pasta dish spinach casserole etc,2,0,Negative
third time got defective item third time got defective item first second time got blender working returned give chance order however third time received also defective item time blender work well unable take happen tried much effort take blender vain return wondering item cheap quality really waste time,1,1,Neutral
